"","Covidence #","Study ID","dateFrom","dateTo","imputation_source","imputed_variant","LAPIS_sumcount","Outbreak_count_total","WT/Wu-1 Total Number of patients","WT/Wu-1 Percentage","Beta Total Number of patients","Beta Percentage","Gamma Total Number of patients","Gamma Percentage","Delta Total Number of patients","Delta Percentage","Omicron Total Number of patients","Omicron Percentage","Unspecified/Total Total Number of patients","Unspecified/Total Percentage","Other Total Number of patients","Other Percentage","more_than_50percent_vaccinated","cancer_at_least_one_vaccine_count","cancer_at_least_one_vaccine proportion","cancer_unvaccinated_count","cancer_unvaccinated_proportion","non_cancer_at_least_one_vaccine_count","non_cancer_at_least_one_vaccine proportion","non_cancer_unvaccinated_count","non_cancer_unvaccinated_proportion","Cancer Age (measure of centre) e.g. mean/median","Cancer Age (centre)","Cancer Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Cancer Age (spread)","Cancer Sex (% male)","Cancer Total number","Control (non-cancer) Age (measure of centre) e.g. mean/median","Control (non-cancer) Age (centre)","Control (non-cancer) Age (measure of spread) e.g. IQR/ range/ SD/ SE/ 95% CI/ Variance","Control (non-cancer) Age (spread)","Control (non-cancer) Sex (% male)","Control (non-cancer) Total number","prefix","Total number of patients","percentage","Comment","outcome","Measure of Association","value","95% CI","p-value","cancer: Event/Total","Non-cancer: Event/Total","cancer(event/total)","cancer(event count)","cancer(total count)","non-cancer(event/total)","non-cancer(event count)","non-cancer(total count)","se","model","Smoking Percentage (cancer)","Smoking Percentage (control)","Hypertension Percentage (cancer)","Hypertension Percentage (control)","Diabetes Mellitus (DM) Percentage (cancer)","Diabetes Mellitus (DM) Percentage (control)","Cardiovascular Disease (CVD) Percentage (cancer)","Cardiovascular Disease (CVD) Percentage (control)","Cerebrovascular Disease Percentage (cancer)","Cerebrovascular Disease Percentage (control)","Chronic Liver Disease Percentage (cancer)","Chronic Liver Disease Percentage (control)","Chronic Kidney Disease Percentage (cancer)","Chronic Kidney Disease Percentage (control)","Chronic Lung Disease Percentage (cancer)","Chronic Lung Disease Percentage (control)","Immunodeficiency/ Immunosuppression Percentage (cancer)","Immunodeficiency/ Immunosuppression Percentage (control)","Autoimmune Disease Percentage (cancer)","Autoimmune Disease Percentage (control)","Others: Please Specify Percentage (cancer)","Others: Please Specify Percentage (control)","Notes Percentage (cancer)","Notes Percentage (control)"
"296","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Lower GI (colorectal, small bowel)","676",NA,NA,"[mortality]",NA,NA,NA,NA,"0.095 (64/676)",NA,0.095,64,676,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"297","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Haematological","1193",NA,"adjusted HRs taken from eTable10 in supps","[hospitalisation]","aHR","1.75","1.57-1.96",NA,"0.269 (321/1193)",NA,0.269,321,1193,NA,NA,NA,NA,"multivariate","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"298","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Haematological","1193",NA,"adjusted HRs taken from eTable10 in supps","[ICU]","aHR","1.14","0.93-1.40",NA,"0.405 (130/321)",NA,0.405,130,321,NA,NA,NA,NA,"multivariate","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"299","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Other","439; 357",NA,"other solid tumour; other haematological malignancy","[mortality]",NA,NA,NA,NA,"0.107 (47/439)",NA,0.107,47,439,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"300","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Gynecological (vaginal, uterine, cervical, ovarian, vulval, endometrial, leiomyosarcoma etc)","1797",NA,"NANA","[mortality]",NA,NA,NA,NA,"0.015 (27/1797)",NA,0.015,27,1797,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"301","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","SOLID AGGREGATED [add all solid values]","7185",NA,"NAadjusted HRs taken from eTable10 in supps","[hospitalisation]","aHR","1.11","1.05-1.18",NA,"0.148 (1061/7185)",NA,0.148,1061,7185,NA,NA,NA,NA,"multivariate","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"302","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","SOLID AGGREGATED [add all solid values]","7185",NA,"NAadjusted HRs taken from eTable10 in supps","[ICU]","aHR","0.93","0.82-1.05",NA,"0.366 (388/1060)",NA,0.366,388,1060,NA,NA,NA,NA,"multivariate","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"303","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","SOLID AGGREGATED [add all solid values]","7185",NA,"NAadjusted HRs taken from eTable10 in supps","[mortality]","aHR","1.31","1.19-1.44",NA,"0.066 (475/7185)",NA,0.066,475,7185,NA,NA,NA,NA,"multivariate","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"304","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Thoracic (lung, mesothelioma)","321",NA,NA,"[hospitalisation]",NA,NA,NA,NA,"0.312 (100/321)",NA,0.312,100,321,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"305","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Thoracic (lung, mesothelioma)","321",NA,NA,"[mortality]",NA,NA,NA,NA,"0.178 (57/321)",NA,0.178,57,321,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"306","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Total (OF ALL CANCERS)","8378",NA,"non-cancer EVENT/TOTAL taken from graphs in figure 1. We have subtracted number survived at end of period from number survived at start of period to get number who died.   cancer EVENT/TOTAL taken from eTable11 in supps","[hospitalisation]",NA,NA,NA,NA,NA,"0.094 (42886/456034)",NA,NA,NA,0.094,42886,456034,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"307","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Total (OF ALL CANCERS)","8378",NA,"non-cancer EVENT/TOTAL taken from graphs in figure 1. We have subtracted number survived at end of period from number survived at start of period to get number who died.   cancer EVENT/TOTAL taken from eTable11 in supps","[ICU]",NA,NA,NA,NA,NA,"0.345 (10207/29582)",NA,NA,NA,0.345,10207,29582,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"308","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Total (OF ALL CANCERS)","8378",NA,"non-cancer EVENT/TOTAL taken from graphs in figure 1. We have subtracted number survived at end of period from number survived at start of period to get number who died.   cancer EVENT/TOTAL taken from eTable11 in supps","[mortality]",NA,NA,NA,NA,NA,"0.0466 (21267/456188)",NA,NA,NA,0.0466,21267,456188,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"309","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Upper GI (gastric, oesophageal)","132",NA,"NA","[hospitalisation]",NA,NA,NA,NA,"0.257 (34/132)",NA,0.257,34,132,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"310","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Upper GI (gastric, oesophageal)","132",NA,"NA","[mortality]",NA,NA,NA,NA,"0.106 (14/132)",NA,0.106,14,132,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"311","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Urology (ureter, bladder, prostate)","1336",NA,NA,"[hospitalisation]",NA,NA,NA,NA,"0.208 (278/1336)",NA,0.208,278,1336,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"312","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Haematological","1193",NA,"adjusted HRs taken from eTable10 in supps","[mortality]","aHR","2.04","1.74-2.38",NA,"0.137 (163/1193)",NA,0.137,163,1193,NA,NA,NA,NA,"multivariate","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"313","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Head and neck","698",NA,"NANA","[hospitalisation]",NA,NA,NA,NA,"0.113 (79/698)",NA,0.113,79,698,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"314","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Skin (including melanoma)","125",NA,"NANA","[mortality]",NA,NA,NA,NA,"0.080 (10/125)",NA,0.08,10,125,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"315","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Other","439; 357",NA,"other solid tumour; other haematological malignancy","[mortality]",NA,NA,NA,NA,"0.151 (54/357)",NA,0.151,54,357,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"316","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Renal","271",NA,"NANA","[hospitalisation]",NA,NA,NA,NA,"0.155 (42/271)",NA,0.155,42,271,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"317","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Renal","271",NA,"NANA","[mortality]",NA,NA,NA,NA,"0.077 (21/271)",NA,0.077,21,271,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"318","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Skin (including melanoma)","125",NA,"NANA","[hospitalisation]",NA,NA,NA,NA,"0.096 (12/125)",NA,0.096,12,125,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"319","73383","Hosseini-Moghaddam 2023","2020-01-01","2021-12-31","LAPIS, Outbreak","Early-clades, Delta",71,111840,"","",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,"yes",228542,0.818305184272809,50765,0.181766426650721,9213487,0.80447315120004,2240334,0.195614163532286,"Mean","59.61","SD","18.05","40.6","8378","Mean","45.95","SD","18.24","48.96","456196","Urology (ureter, bladder, prostate)","1336",NA,NA,"[mortality]",NA,NA,NA,NA,"0.099 (132/1336)",NA,0.099,132,1336,NA,NA,NA,NA,"manualclarificationrequired","","","50.4","23.9","29.5","15.2","17.9","5.8","2.5","0.9","1.5","0.2","9.3","2.6","24.3","18.4","1.5","0.4",NA,NA,"1.1; 7.7","0.6; 3.5","IBD; Dementia   taken from eTable4 in supps","IBD; Dementia"
"320","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Sarcoma (including Musculo skeletal)",NA,NA,"NANA","[hospitalisation]","mOR","2.51","2.03-3.11","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"321","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Sarcoma (including Musculo skeletal)",NA,NA,"NANA","[ICU]","uOR","2.80","0.90-8.71","0.07451",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"322","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Sarcoma (including Musculo skeletal)",NA,NA,"NANA","[ICU]","mOR","1.78","0.57-5.52","0.32148",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"323","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Sarcoma (including Musculo skeletal)",NA,NA,"NANA","[hospitalisation]","uOR","5.02","4.12-6.11","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"324","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Sarcoma (including Musculo skeletal)",NA,NA,"NANA","[mortality]","mOR","4.08","3.09-5.39","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"325","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","SOLID AGGREGATED [add all solid values]",NA,NA,"NA","[hospitalisation]","uOR","3.67","3.56-3.78","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"326","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","SOLID AGGREGATED [add all solid values]",NA,NA,"NA","[hospitalisation]","mOR","1.80","1.74-1.86","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"327","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Sarcoma (including Musculo skeletal)",NA,NA,"NANA","[mortality]","uOR","10.43","8.08-13.47","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"328","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Thoracic (lung, mesothelioma)",NA,NA,NA,"[hospitalisation]","mOR of respiratory and intrathoracic organs","3.60","3.32-3.92","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"multivariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
"329","73804","Starkey 2023","2020-11-01","2022-08-31","LAPIS, Outbreak","Omicron_BA",1337878,822827,"","",NA,NA,NA,NA,NA,NA,"","",15928326,"100","",NA,"yes",156187,0.7856,42632,0.2144,14028232,0.7713,4160341,0.2287,"","","","","50.48","127322","","","","","43.05","15801004","Thoracic (lung, mesothelioma)",NA,NA,NA,"[hospitalisation]","uOR","7.28","5.71-9.28","<0.00001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"univariate","","","","","","","","","","","","","","","","","","",NA,NA,"","","",""
